claim_url,claim, title, claim_author, links, date, tags, authors, rating_value
"https://www.vishvasnews.com/english/viral/fact-check-post-claiming-pigeons-can-cure-hepatitis-and-cancer-is-misleading/", "Wild pigeon can cure hepatitis and cancer", "Fact Check: Post claiming pigeons can cure hepatitis and cancer is misleading", "Facebook page: The Lallu Top ", "[]", "2019-5-15", "['cancer', 'health', 'hepatitis']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/world/fact-check-no-a-woman-did-not-become-pregnant-from-eating-squid/", "A woman got pregnant by mouth and not by stomach", "Fact Check: No, a woman did not become pregnant from eating squid", "FB Page: Amar Ujala", "[]", "2019-5-15", "['health']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-no-tea-made-of-papaya-leaves-cannot-cure-cancer-in-60-to-90-days/", "Tea made of papaya leaves can cure cancer in 60 to 90 days", "Fact Check: No, tea made of papaya leaves cannot cure cancer in 60 to 90 days", "FB User: Poonam Sharma", "[]", "2019-5-10", "['health']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-post-claiming-pouring-cow-ghee-in-nostrils-helps-regrow-lost-hair-is-misleading/", "Pouring cow ghee in nostrils helps regrow lost hair", "Fact check: Post claiming pouring cow ghee in nostrils helps regrow lost hair is misleading", "FB Page: आयुर्वेदिक उपचार", "[]", "2019-5-8", "[]", "['Urvashi Kapoor']", "Misleading"
"https://www.vishvasnews.com/english/viral/fact-check-no-muslims-were-not-prevented-from-voting-in-gujarat-as-claimed-in-viral-video/", "Muslims prevented from voting in Gujarat by BJP and police", "Fact Check: No, Muslims were not prevented from voting in Gujarat as claimed in viral video", "FB User: S M Sarwar Hussain", "[]", "2019-5-8", "['BJP', 'elections', 'Gujarat']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-yogi-adityanath-did-not-threaten-to-set-the-nation-on-fire-if-his-govt-is-voted-out/", "Yogi Adityanath threatens to set the nation on fire if his govt is voted out", "Fact Check: Yogi Adityanath did not threaten to set the nation on fire if his govt is voted out", "Fb page: Kamalnath Congress", "[]", "2019-5-7", "['Uttar Pradesh', 'Yogi Adityanath']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-viral-photo-showing-akhileshyadav-blaming-narendramodi-for-thrashing-yadav-bowlers-in-ipl-is-fake/", "AkhileshYadav blaming NarendraModi for thrashing Yadav Bowlers in IPL", "Fact Check: Viral photo showing AkhileshYadav blaming NarendraModi for thrashing Yadav Bowlers in IPL is Fake", "FB User-प्रदीप सिंह पतारा", "[]", "2019-5-6", "['Akhilesh Yadav', 'IPL', 'Narendra Modi']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-viral-post-claiming-that-consuming-grapes-after-having-medicine-can-be-fatal-is-false/", "consuming grapes after having medicine can be fatal", "Fact Check: Viral post claiming that consuming grapes after having medicine can be fatal, is false", "FB page: competecrow.com", "['https://www.fda.gov/consumers/consumer-updates/grapefruit-juice-and-some-drugs-dont-mix']", "2019-5-6", "['health', 'medicine']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-post-claiming-a-decoction-made-of-cloves-ginger-black-pepper-can-cure-slip-disc-is-fake/", "A decoction made of cloves, ginger, black pepper can cure slip disc", "Fact Check: Post claiming a decoction made of cloves, ginger, black pepper can cure slip disc is fake", "घरेलु नुस्के", "[]", "2019-5-3", "['health', 'Home remedy', 'slip disc']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-no-matchstick-powder-cannot-treat-scorpion-bite-venom/", "matchstick powder can treat scorpion bite ", "Fact Check: No, matchstick powder cannot treat scorpion bite venom", "Facebook User  Naresh Manglani Lucky Ji ", "[]", "2019-5-1", "['matchstick', 'Scorpion bite', 'venom']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-viral-post-on-cold-drinks-contaminated-with-ebola-virus-is-fake/", "Cold drinks are contaminated with Ebola virus", "Fact Check: Viral post on cold drinks contaminated with Ebola virus is fake", "ManDeep Singh Kamboj", "['https://www.hyderabadpolice.gov.in/\ufeff', 'https://www.cdc.gov/vhf/ebola/transmission/index.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fvhf%2Febola%2Ftransmission%2Fqas-food-safety.html']", "2019-4-29", "['Cold Drinks', 'Ebola', 'Hyderabad Police']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-this-message-being-spread-in-the-name-of-pradhanmantri-awas-yojna-is-fake/", "Add your family’s name to the list of Prime Minister's housing scheme and get 2.5 lakh rupees relief amount", "Fact Check: This message being spread in the name of Pradhanmantri Awas Yojna is fake", "Zarna Barot", "[]", "2019-3-11", "['Ministry of Housing and Urban Affairs', 'PMAY', 'Pradhan Mantri Awas Yojana']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-the-woman-in-this-viral-video-isnt-wing-commander-abhinandans-wife/", "विंग कमांडर अभिनंदन जी की पत्नी का संदेश कि सैनिकों के बलिदान पर बीजेपी न करे राजनीति।", "Fact check: The woman in this viral video isn’t Wing Commander Abhinandan’s wife", "Dinesh Singta", "[]", "2019-3-5", "['Abhinandan', 'BJP', 'IAF', 'Shirisha rao']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-message-being-spread-in-the-name-of-the-prime-minister-mudra-yojna-is-wrong/", "Pradhan Mantri Mudra Shiksha Yojana. Under this scheme, your son / daughter will be provided free education from class 5 to college", "Fact Check: Message being spread in the name of the Prime Minister Mudra Yojna is wrong", "Whatsapp ", "['https://www.mudra.org.in/']", "2019-2-26", "['MUDRA', 'PM Modi', 'PYYM']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/world/fact-check-the-viral-post-that-says-orphaned-child-became-a-police-officer-is-fake/", "Orphan girl Nivtha Pathur Raj is now a police officer in Tamil Nadu", "Fact Check: The viral post that says ‘orphaned child became a police officer’ is fake", "Kolkata / Calcutta (City of Joy)", "[]", "2019-2-25", "['Nivetha Pethura', 'Sohail karmani', 'Tamil NAdu police']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-post-that-says-indian-army-attacked-women-and-children-after-pulwama-attack-is-wrong/", " Indian army attacked KAshmiri women and kids after Pulwama attack", "Fact Check: Post that says Indian Army attacked women and children after Pulwama attack is wrong", "Facebook page Rakesh Kanojia - Ali", "[]", "2019-2-22", "['Indian Army', 'Pulwama Attack']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-tweet-about-amu-and-jnu-going-viral-in-the-name-of-sehwag-is-fake/", "Sehwag has targeted Aligarh Muslim University and Jawaharlal Nehru University with a tweet", "Fact Check: Tweet about AMU and JNU going viral in the name of Sehwag is fake", "Facebook User Dilip Singh", "[]", "2019-2-19", "['AMU', 'Fact Check', 'JNU', 'Virender Sehwag']", "['Ashish Maharishi']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-government-of-india-is-not-conducting-any-election-survey/", "Indian Govt is conducting an online poll survey", "Fact check: Government of India is not conducting any election survey", "hostindian.in", "['https://bit.ly/2UHsoaX', 'https://bit.ly/2UHsoaX']", "2019-2-18", "['Election survey', 'Fack Check', 'FAke survey', 'General Elections 2019']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/world/fact-check-no-this-is-not-the-image-of-an-indian-soldier/", "Man appearing in the viral image is an Indian Soldier", "Fact Check: No, this is not the image of an Indian Soldier", "FB User- Ankit Singh", "['http://archive.md/l0Odq', 'http://archive.md/a0pfi', 'https://www.instagram.com/p/B4bXkNxlneG/?utm_source=ig_embed&utm_campaign=loading', 'https://www.instagram.com/p/B4bXkNxlneG/?utm_source=ig_embed&utm_campaign=loading', 'https://www.instagram.com/upsurferdan/?utm_source=ig_embed&utm_campaign=loading', 'http://archive.md/1Vbdp', 'http://archive.md/l0Odq']", "2020-1-31", "['American Surfer', 'Fact Check', 'Indian Army', 'Indian Soldier', 'Winter Surfer']", "['Bhagwant Singh', 'Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/world/fact-check-did-this-girl-rescue-koala-bear-from-australia-bushfire-no-this-is-a-digitally-created-artwork/", "Young Girl Saving A Koala Bear From Bushfire In New South Wales, Australia.", "Fact Check: Did this girl rescue Koala bear from Australia Bushfire? No, this is a digitally created artwork", "FB User- Arthur Luluai", "['http://archive.md/4ZmA3', 'https://www.instagram.com/p/B6Xt-bLBLOA/?utm_source=ig_embed&utm_campaign=loading', 'https://www.instagram.com/p/B6Xt-bLBLOA/?utm_source=ig_embed&utm_campaign=loading', 'https://www.instagram.com/thuie/?utm_source=ig_embed&utm_campaign=loading']", "2020-1-27", "['Australia Bush Fire', 'Australia Fire Fighters', 'Australian Bushfire', 'Bushfire', 'Fact Check']", "['Bhagwant Singh', 'Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-no-people-singing-in-this-video-arent-blind-claim-in-the-viral-video-is-fake/", "People singing in this video are blind", "Fact Check: No, people singing in this video aren’t blind, claim in the viral video is fake", "FB User: Ashok Kotak ", "['https://archive.md/wip/0zyPV']", "2020-1-23", "[]", "['Urvashi Kapoor', 'Abhishek Parashar']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-no-nasa-didnt-have-58-indian-employees-misleading-post-getting-viral/", "NASA has 58% Indian employees, Google's CEO is Indian, Nokia's CEO is Indian, Adobe 's CEO is Indian, Amazon's BOD is Indian, MasterCard's CEO is Indian, Microsoft's CEO is Indian, Pepsico's CEO was Indian Indra Nooyi", "Fact Check: No, NASA didn’t have 58% Indian employees, misleading post getting viral", "FB User Faishal Saifi", "['https://archive.md/wip/dYR8j', 'https://www.nasa.gov/offices/odeo/workforce-data', 'https://odeo.hq.nasa.gov/documents/MD_715_Plan_1-3-17-1_TAGGED.pdf', 'https://www.nasa.gov/offices/odeo/workforce-data', 'https://www.jagranjosh.com/general-knowledge/sundar-pichai-biography-education-and-salary-1575456594-1', 'https://www.nokia.com/about-us/what-we-do/group-leadership-team/rajeev-suri-president-and-chief-executive-officer-ceo/', 'https://www.adobe.com/about-adobe/leaders/shantanu-narayen.html', 'https://ir.aboutamazon.com/board-of-directors', 'https://newsroom.mastercard.com/people/abanga/', 'https://news.microsoft.com/exec/satya-nadella/']", "2020-1-23", "['Amazon', 'Mastercard', 'NASA']", "['Urvashi Kapoor', 'Abhishek Parashar']", "Misleading"
"https://www.vishvasnews.com/english/viral/fact-check-old-picture-of-kangaroos-rejoicing-in-rain-shared-with-a-misleading-context-relating-to-australian-bushfires/", "Kangaroos rejoicing in rain shared with context relating to Australian bushfires", "Fact Check: Old picture of Kangaroos rejoicing in rain shared with a misleading context relating to Australian bushfires", "FB User: Jo Hunt", "['https://archive.md/wip/N3Jg2', 'https://www.abc.net.au/news/2020-01-07/nsw-bushfire-threat-dry-windy-weather-to-return-friday/11844556', 'https://www.vishvasnews.com/world/fact-check-australia-bush-fire-viral-image-does-not-shared-by-nasa-but-is-graphic-image-which-is-being-circulated-with-fake-claim/']", "2020-1-18", "['Australian Bushfire', 'Fact Check', 'fake news']", "['Urvashi Kapoor', 'Bhagwant Singh']", "Misleading"
"https://www.vishvasnews.com/english/viral/fact-check-this-video-of-man-on-fire-is-not-from-kannur-airport-but-from-morocco/", "ಕಣ್ಣೂರು ಏರ್ ಪೋರ್ಟ್ನಲ್ಲಿ ಪವರ್ ಬ್ಯಾಂಕ್ ಅನ್ನು ಜೇಬಿನಲ್ಲಿಟ್ಟುಕೊಂಡು ವ್ಯಕ್ತಿಯೊಬ್ಬ ತನ್ನ ಸೆಲ್ ಫೋನ್ ಚಾರ್ಜ್ ಮಾಡುತ್ತಿದ್ದಾಗ ಈ ಅಪಘಾತ ಸಂಭವಿಸಿದೆ.", "Fact Check: This video of man on fire is not from Kannur Airport but from Morocco", " Prajaaparatv", "['https://www.moroccoworldnews.com/2018/06/248294/agadir-the-man-fire-supermarket-died/', 'https://www.facebook.com/airportCNN/videos/314870589217260/?v=314870589217260']", "2019-11-20", "['Kannur airport', 'Man on fire']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-old-pictures-of-justin-trudeau-visiting-gurudwara-is-going-viral-with-fake-claim/", "After winning 2019 Canada's Elections, Justin Trudeau visited Gurudwara", "Fact Check: Old pictures of Justin Trudeau visiting Gurudwara is going viral with fake claim", "FB User- Dhan Mata Gujri Ji Trust Jagraon", "[]", "2019-10-31", "['Canada Elections', 'Fact Check', 'Gurudwara', 'Justin Trudeau']", "['Bhagwant Singh']", "Misleading"
"https://www.vishvasnews.com/english/society/fact-check-these-religious-books-were-not-found-in-bihar-gutter-old-picture-from-saudi-arabia-is-getting-viral-with-wrong-context/", "बिहार में ये सब #कुरआन_पाक गटर नाली से पाए गए है। सारी मीडिया खामोश है अगर आप सच्चे मोमिन हो तो #अल्लाह_के_वास्ते ज़्यादा से ज़्यादा शेयर करें।", "Fact Check: These religious books were not found in Bihar gutter; Old picture from Saudi Arabia is getting viral with wrong context", "खुज़ली तो होगी ही", "[]", "2019-10-7", "['Quran', 'Religious books']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-old-video-of-halo-effect-viral-as-full-rainbow-spotted-in-gujarat/", "Full rainbow seen in Gujarat", "Fact Check: Old video of Halo effect viral as full rainbow spotted in Gujarat", "FB user: Simran Chhabra", "[]", "2019-9-13", "[]", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/world/fact-check-photoshopped-image-of-prime-minister-modi-is-going-viral/", " PM Modi wore keffiyeh on his head in the UAE", "Fact Check: Photoshopped image of Prime Minister Modi is going viral", "AIMIM Bharuch Gujarat", "[]", "2019-8-27", "['Narendra Modi', 'Tri-Nation visit', 'UAE King']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/world/fact-check-telanganas-shivalinga-is-being-shared-as-sri-lankas/", "World's largest Shivalinga at 108 ft and it is located in Sri Lanka", "FACT CHECK: Telangana’s Shivalinga is being shared as Sri Lanka’s", "Facebook Page चाणक्य, सुविचार और सुखी जीवन", "[]", "2019-7-31", "['Sri Lanka Shivalinga', 'Tallest Shivalinga', 'Telangana Sivalinga']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/world/fact-check-photo-of-rajasthan-shivalinga-is-being-falsly-reported-as-mecca-madinas/", "This is the photo of shivlinga of Mecca madina", "Fact Check: Photo of Rajasthan Shivalinga is being falsly reported as Mecca Madina’s", "Rishi Bhola", "[]", "2019-7-24", "['Mecca Madina', 'Shivlinga']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-post-claiming-bangladeshi-citizen-burnt-while-celebrating-indias-loss-in-world-cup-is-fake-7/", "Bangladeshi man burnt to death while celebrating India’s loss in world cup", "Fact Check: Post claiming Bangladeshi man burnt to death while celebrating India’s loss in world cup is fake", "FB User- Jayesh Rathod", "['https://www.flickr.com/photos/billtownsendphotography/20735221520/in/photostream/']", "2019-7-18", "['Bangladesh Burning Man', 'Burning Man', 'Fact Check']", "['Bhagwant Singh']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-this-skeleton-has-not-been-excavated-in-kurukshetra-italian-artists-work-is-going-viral-with-misleading-claim/", "24 mtr long skeleton has not been excavated in Kurukshetra", "FACT CHECK: This skeleton has not been excavated in Kurukshetra, Italian artists’ work is going viral with misleading claim", "Kurukshetra-The Historical Place", "[]", "2019-7-16", "['Human Skeleton', 'Italian Artist']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/viral/fact-check-no-the-photographer-did-not-cry-after-dhoni-lost-his-wicket-in-wc-2019-the-viral-post-is-fake/", "Photographer cried after Dhoni lost his wicket in WC 2019", "Fact Check: No, the photographer did not cry after Dhoni lost his wicket in WC 2019, the viral post is fake", "FB Page-TFG Social", "[]", "2019-7-12", "['Cricket World Cup 2019', 'World Cup 2019']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/world/fact-check-lord-krishnas-photo-was-not-printed-on-russian-train-photoshopped-image-is-going-viral/", "ord Krishna’s Photo Was Printed On Russian Train", "Fact Check: Lord Krishna’s Photo Was Not Printed On Russian Train, Photoshopped Image Is Going Viral", "Rakesh Bharti", "[]", "2019-7-3", "['ISCKON', 'Lord Krishna on Train', 'Russian train']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/world/fact-check-no-nasa-did-not-develop-a-machine-to-produce-rain-generating-clouds/", "NASA developed a machine to produce rain-generating clouds", "Fact Check: No, NASA did not develop a machine to produce rain-generating clouds", "FB User: Ankit Dwivedi", "[]", "2019-7-3", "['health fact check', 'medical fact check']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/world/fact-check-the-art-of-living-mongolia-event-is-being-falsely-reported-as-japans/", "People are performing Yoga in Japan un huge numbers", "Fact Check: The Art of Living’s Mongolia event is being falsely reported as Japan’s", "thehindutva.com", "[]", "2019-6-21", "['Art Of Living', 'Yoga In Japan', 'Yoga in Mongolia']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/world/fact-check-no-a-woman-did-not-become-pregnant-from-eating-squid/", "A woman got pregnant by mouth and not by stomach", "Fact Check: No, a woman did not become pregnant from eating squid", "FB Page: Amar Ujala", "[]", "2019-5-15", "['health']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-news-of-modis-appointment-as-head-of-53-member-committee-is-false/", "Modi appointed as the head of 53-member committee in UK", "Fact Check: News of Modi’s appointment as head of 53-member committee is false", " Jitendra Singh Rajput", "[]", "2019-3-19", "['Commonwealth of Nations', 'Davos', 'World Economic Forum']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-manmohan-singh-was-not-indias-prime-minister-at-the-time-of-this-video/", "Sonia Gandhi is insulting the dignity of the Prime Minister by sidelining him during a meeting with Sri lankan PM", "Fact Check: Manmohan Singh was not India’s Prime Minister at the time of this video", "Malkit Singh", "['http://www.colombopage.com/archive_17A/Apr26_1493228108CH.php']", "2019-3-7", "['Manmohan Singh', 'Sonia Gandhi', 'Wickremesinghe']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/world/fact-check-the-viral-post-that-says-orphaned-child-became-a-police-officer-is-fake/", "Orphan girl Nivtha Pathur Raj is now a police officer in Tamil Nadu", "Fact Check: The viral post that says ‘orphaned child became a police officer’ is fake", "Kolkata / Calcutta (City of Joy)", "[]", "2019-2-25", "['Nivetha Pethura', 'Sohail karmani', 'Tamil NAdu police']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/politics/fact-check-congress-workers-did-not-chant-pakistan-zindabad-viral-video-is-5-month-old/", "Police lathicharged Congress leaders for chanting ‘Pakistan Zindabad’ at a party meeting in Bilaspur. ", "Fact check: Congress workers did not chant ‘Pakistan zindabad’; viral video is 5 month old", "Yogendra Yogendra ", "[]", "2019-2-18", "['Bilaspur', 'Chattisgarh Congress', 'Police Lathicharge']", "['Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/health/fact-check-post-claiming-army-getting-deployed-in-telangana-amidst-covid-19-outbreak-is-fake/", "Army deployed in Telangana amidst COVID-19 outbreak", "Fact Check: Post claiming army getting deployed in Telangana amidst COVID-19 outbreak is fake", "FB User: Prakash Kulkarni", "['https://archive.md/wip/sN1eS', 'https://twitter.com/hashtag/IndianArmy?src=hashtag_click', 'https://twitter.com/hashtag/Veterans?src=hashtag_click', 'https://twitter.com/hashtag/IndianArmy?src=hash&ref_src=twsrc%5Etfw', 'https://twitter.com/hashtag/Veterans?src=hash&ref_src=twsrc%5Etfw', 'https://t.co/YnbLnBZGY0', 'https://twitter.com/adgpi/status/1244544251637010438?ref_src=twsrc%5Etfw', 'https://www.mohfw.gov.in/', 'https://www.facebook.com/prakash.kulkarni?__tn__=%2CdC-R-R&eid=ARAKVO36Yk5xs6q7N1Um54B-mvTaTm53TU2Z8dB60gKp7e_B8crQcBp522o6p0XdGXAKJZytMIYRc7Mq&hc_ref=ARTkhzMG9VP0njuYGzjSCaCcbZcwHicpJSdc29S7b2AxyCdtoyd7tg_cXyynsdjZy-g&fref=nf', 'https://www.vishvasnews.com/english/tag/coronavirus-english/']", "2020-4-1", "['Coronavirus', 'Coronavirus in India', 'coronavirus outbreak', 'CoronaVirusFacts', 'COVID19']", "['Urvashi Kapoor', 'Abhishek Parashar']", "False"
"https://www.vishvasnews.com/english/health/fact-check-no-bitter-guard-juice-cannot-cure-novel-coronavirus-health-experts-refute-the-viral-claim/", "Bitter guard juice can cure novel coronavirus, as per Bihar Health Department", "Fact Check: No, bitter gourd juice cannot cure novel coronavirus, health experts refute the viral claim", "FB User: Md Shahid", "['https://archive.md/wip/1QnpZ', 'https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/bitter-gourd', 'https://twitter.com/hashtag/FakeNews?src=hash&ref_src=twsrc%5Etfw', 'https://twitter.com/hashtag/coronavirus?src=hash&ref_src=twsrc%5Etfw', 'https://twitter.com/hashtag/CoronavirusOutbreak?src=hash&ref_src=twsrc%5Etfw', 'https://t.co/w7Ijs34CDY', 'https://twitter.com/PIBFactCheck/status/1240226544095621121?ref_src=twsrc%5Etfw', 'https://www.cdc.gov/coronavirus/2019-ncov/about/prevention-treatment.html', 'https://www.vishvasnews.com/english/']", "2020-3-25", "['Coronavirus', 'Coronavirus Fake News', 'Coronavirus in India', 'CoronaVirusFacts', 'COVID19']", "['Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/health/fact-check-no-this-isnt-a-coronavirus-vaccine-this-is-a-covid-19-test-kit/", "A new vaccine to cure coronavirus has been developed by US Scientists", "Fact Check: No, this isn’t a coronavirus vaccine, this is a COVID-19 test kit", "FB user: Bachcha Babu Yadav", "['https://archive.md/wip/eLgIe', 'http://sugentech.com/products/products-view.php?ct=7&target=32%27', 'http://sugentech.com/about/overview.php', 'https://www.icmr.nic.in/content/press-release-fast-track-approval-indian-covid-19-testing-kits-commercial-use', 'https://www.cdc.gov/coronavirus/2019-ncov/about/prevention-treatment.html', 'https://www.vishvasnews.com/english/']", "2020-3-24", "['Coronavirus', 'Coronavirus Fake News', 'CoronaVirusFacts', 'COVID19']", "['Urvashi Kapoor', 'Abhishek Parashar']", "False"
"https://www.vishvasnews.com/english/health/fact-check-social-distancing-is-important-but-viral-post-claiming-14-hr-break-will-kill-covid-19-is-misleading/", "orona Virus life at one place is 8 - 12 hours and Janata Curfew is for 14 hrs.... so for 12 hours virus will not get in touch with the human body, this will kill the virus", "Fact Check: Social Distancing is important; but viral post claiming 14-hr break will kill COVID-19 is misleading", "Instagram user: bhallatanya.16", "['https://archive.md/HinRp', 'https://www.nejm.org/doi/10.1056/NEJMc2004973', 'https://www.who.int/news-room/q-a-detail/q-a-coronaviruses']", "2020-3-21", "['Coronavirus', 'Janata Curfew']", "['Urvashi Kapoor', 'Pallavi Mishra']", "Misleading"
"https://www.vishvasnews.com/english/health/fact-check-no-you-will-not-be-fined-for-disobeying-march-22-janta-curfew-fake-advisory-viral/", "Please obey Delhi Police instructions for 22 March 2020 to avoid Corona Virus", "Fact Check: No, You Will Not Be Fined For Disobeying March 22 Janta Curfew, Fake Advisory Viral", "Bholanath Debnath", "['http://archive.fo/wip/vDM5F', 'https://twitter.com/DCPSEastDelhi/status/1241282231634522112']", "2020-3-21", "['Corona', 'Coronavirus', 'Delhi Police', 'Janta Curfew']", "['Pallavi Mishra', 'Urvashi Kapoor']", "False"
"https://www.vishvasnews.com/english/health/fact-check-no-holding-your-breath-for-10-seconds-isnt-a-coronavirus-self-check-test/", "This is a self-check test for coronavirus", "Fact Check: No, holding your breath for 10 seconds isn’t a Coronavirus ‘Self-Check Test’", "FB User: Randy Fudgebrownie", "['https://archive.md/wip/UpoQL', 'https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public', 'https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/steps-when-sick.html', 'https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/steps-when-sick.html', 'https://www.cdc.gov/coronavirus/2019-ncov/about/prevention-treatment.html', 'https://www.vishvasnews.com/english/']", "2020-3-21", "['Coronavirus']", "['Urvashi Kapoor', 'Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/health/fact-check-post-claiming-gargling-with-warm-salt-water-can-save-from-coronavirus-is-fake/", "Gargling with warm salt water can save from coronavirus", "Fact Check: Post claiming gargling with warm salt water can save from coronavirus is fake", "Fb Page: दादी माँ के घरेलु नुस्खे", "['https://archive.md/wip/wjmiZ', 'https://www.who.int/news-room/q-a-detail/q-a-coronaviruses', 'https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters', 'https://twitter.com/hashtag/Coronavirus?src=hash&ref_src=twsrc%5Etfw', 'https://twitter.com/hashtag/fakenews?src=hash&ref_src=twsrc%5Etfw', 'https://twitter.com/hashtag/Coronavirusoutbreak?src=hash&ref_src=twsrc%5Etfw', 'https://twitter.com/PIB_India?ref_src=twsrc%5Etfw', 'https://twitter.com/MoHFW_INDIA?ref_src=twsrc%5Etfw', 'https://twitter.com/hashtag/PIBFactCheck?src=hash&ref_src=twsrc%5Etfw', 'https://twitter.com/hashtag/IndiaFightsCorona?src=hash&ref_src=twsrc%5Etfw', 'https://t.co/gKUGDBqR9Q', 'https://twitter.com/PIBFactCheck/status/1239518193422446592?ref_src=twsrc%5Etfw', 'https://www.cdc.gov/coronavirus/about/prevention.html']", "2020-3-20", "['Coronavirus']", "['Urvashi Kapoor', 'Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/health/quick-fact-check-fake-post-claiming-baking-soda-can-cure-cancer-resurfaces/", " baking soda can cure cancer", "Quick Fact Check: Fake post claiming baking soda can cure cancer resurfaces", "Fb user: Nancy Mardino", "['https://www.vishvasnews.com/english/health/fact-check-the-post-claiming-that-baking-soda-can-cure-cancer-is-fake/']", "2020-3-20", "['cancer', 'health fact check']", "['Urvashi Kapoor', 'Pallavi Mishra']", "False"
"https://www.vishvasnews.com/english/health/fact-check-post-claiming-clorox-already-knew-about-coronavirus-and-coronavirus-isnt-new-virus-is-misleading/", "Clorox already know about coronavirus and coronavirus isn’t new virus", "Fact Check: Post claiming Clorox already knew about coronavirus and coronavirus isn’t new virus is misleading", "FB User: Cheryl Robinson", "['https://archive.md/wip/vjfKy', 'https://www.who.int/health-topics/coronavirus', 'https://www.cdc.gov/coronavirus/types.html', 'https://www3.epa.gov/pesticides/chem_search/ppls/005813-00079-20191223.pdf', 'https://www.cdc.gov/coronavirus/types.html']", "2020-3-18", "['Coronavirus']", "['Urvashi Kapoor', 'Abhishek Parashar']", "Misleading"
"https://www.vishvasnews.com/english/health/fact-check-no-evidence-to-prove-that-turmeric-and-lemon-help-fight-against-coronavirus/", "Turmeric and lemon help fight against coronavirus", "Fact Check: No evidence to prove that turmeric and lemon help fight against coronavirus", "FB User: Sawan Singh", "['https://archive.md/wip/JmERn', 'https://www.cdc.gov/coronavirus/about/prevention.html', 'https://www.vishvasnews.com/english/tag/coronavirus-english/']", "2020-3-16", "['Coronavirus']", "['Urvashi Kapoor', 'Ashish Maharishi']", "False"
